source_year,Straftat_Gesetz,Art_der_Straftat,abgeurteilte,verurteilte,verurteilungsquote,verurteilungsquote_pct,freispruch_ohne_massregeln,einstellung_ohne_massregeln,freiheitsstrafe_gesamt,bewaehrung,geldstrafe,verurteilte_deutsche,verurteilte_auslaender,freiheitsstrafe,sonstige,auslaenderquote_verurteilte,auslaenderquote_verurteilte_pct
2022,StGB  ,StGB § 240 Abs. 4 Nr. 1 Noetigung einer Schwangeren zum Schwangerschaftsabbruch,21,9,0.42857142857142855,42.857142857142854,1,9,4.0,3,4,6,3,1,3,0.3333333333333333,33.33333333333333
2022,StGB  ,StGB § 240 Abs. 4 Nr. 2 Noetigung unter Missbrauch der Befugnisse oder der Stellung als Amtsträger,10,5,0.5,50.0,1,4,3.0,3,2,4,1,0,0,0.2,20.0
2022,StGB  ,StGB § 241 Bedrohung ,9327,6953,0.7454701404524499,74.54701404524499,321,1639,442.0,285,6142,4603,2350,157,783,0.3379836041996261,33.798360419962606
2022,StGB  ,StGB § 241 a Politische Verdächtigung StGB § 241 a,19,15,0.7894736842105263,78.94736842105263,0,0,0.0,0,0,12,3,0,19,0.2,20.0
2022,StGB  ,StGB § 242 Diebstahl ,79688,65244,0.8187430980825219,81.87430980825219,1108,8075,6598.0,3944,53347,33095,32149,2654,10560,0.4927502912145178,49.27502912145178
2022,StGB  ,StGB § 243 Abs. 1 Satz 2 Nr. 1 Einbruchdiebstahl ,7197,5281,0.7337779630401556,73.37779630401556,323,1196,3000.0,1774,1399,3014,2267,1226,1279,0.42927475856845293,42.92747585684529
2022,StGB  ,StGB § 243 Abs. 1 Satz 2 Nrn. 2 bis 7 Diebstahl in anderen besonders schweren Fällen,7806,6463,0.8279528567768383,82.79528567768382,172,756,3719.0,2234,2072,2752,3711,1485,1087,0.5741915519108773,57.41915519108773
2022,StGB  ,StGB § 244 Abs. 1 Nr. 1 Diebstahl mit Waffen ,3566,3020,0.8468872686483455,84.68872686483455,28,306,1668.0,1067,955,1452,1568,601,609,0.519205298013245,51.9205298013245
2022,StGB  ,StGB § 244 Abs. 1 Nr. 2 Bandendiebstahl ,143,62,0.43356643356643354,43.35664335664335,13,57,45.0,31,7,24,38,14,21,0.6129032258064516,61.29032258064516
2022,StGB  ,StGB § 244 Abs. 1 Nr. 3 Wohnungseinbruchdiebstahl ,698,449,0.6432664756446992,64.32664756446992,78,131,334.0,220,32,220,229,114,123,0.5100222717149221,51.00222717149221
2022,StGB  ,StGB § 244 Abs. 4 Privatwohnungseinbruchdiebstahl ,1444,1187,0.8220221606648199,82.202216066482,100,113,981.0,463,14,552,635,518,236,0.5349620893007582,53.49620893007582
2022,StGB  ,StGB § 244 a Schwerer Bandendiebstahl ,553,472,0.8535262206148282,85.35262206148282,15,54,408.0,175,2,102,370,233,74,0.7838983050847458,78.38983050847457
2022,StGB  ,StGB § 246 Unterschlagung ,4678,3440,0.735356990166738,73.53569901667379,266,773,340.0,280,2859,2401,1039,60,440,0.30203488372093024,30.203488372093023
2022,StGB  ,StGB § 248 b Unbefugter Gebrauch eines Fahrzeugs ,347,274,0.7896253602305475,78.96253602305475,6,30,21.0,16,181,196,78,5,109,0.2846715328467153,28.467153284671532
2022,StGB  ,StGB § 248 c Entziehung elektrischer Energie ,315,272,0.8634920634920635,86.34920634920636,7,35,15.0,8,257,226,46,7,1,0.16911764705882354,16.911764705882355
2022,StGB  ,StGB § 249 Raub ,1837,1117,0.608056614044638,60.8056614044638,221,238,534.0,275,22,658,459,259,822,0.41092211280214863,41.09221128021486
2022,StGB  ,StGB § 250 Schwerer Raub ,1055,818,0.7753554502369668,77.53554502369668,82,72,436.0,100,2,519,299,336,463,0.36552567237163813,36.552567237163814
2022,StGB  ,StGB § 251 Raub mit Todesfolge ,2,1,0.5,50.0,1,0,1.0,0,0,0,1,1,0,1.0,100.0
2022,StGB  ,StGB § 252 Räuberischer Diebstahl ,1425,1045,0.7333333333333333,73.33333333333333,79,206,824.0,356,16,571,474,468,300,0.4535885167464115,45.35885167464115
2022,StGB  ,StGB § 253 Abs. 1 Erpressung ,811,517,0.6374845869297164,63.748458692971646,57,175,81.0,59,364,368,149,22,134,0.28820116054158607,28.820116054158607
2022,StGB  ,StGB § 253 Abs. 4 Besonders schwerer Fall der Erpressung ,26,11,0.4230769230769231,42.30769230769231,2,13,8.0,7,1,4,7,1,2,0.6363636363636364,63.63636363636363
2022,StGB  ,StGB § 255 Räuberische Erpressung ,2451,1769,0.7217462260301918,72.17462260301917,179,206,777.0,324,42,1221,548,453,1247,0.30977953646127754,30.977953646127755
2022,StGB  ,StGB § 259 Hehlerei ,1546,1156,0.7477360931435963,74.77360931435963,77,232,228.0,175,839,616,540,53,170,0.4671280276816609,46.71280276816609
2022,StGB  ,StGB § 260 Abs. 1 Nr. 1 Gewerbsmäßige Hehlerei ,315,257,0.8158730158730159,81.58730158730158,13,43,238.0,155,15,112,145,83,6,0.5642023346303502,56.42023346303502
2022,StGB  ,StGB § 260 Abs. 1 Nr. 2 Bandenhehlerei ,4,1,0.25,25.0,1,1,1.0,1,0,0,1,0,1,1.0,100.0
2022,StGB  ,StGB § 260 a Gewerbsmäßige Bandenhehlerei ,27,16,0.5925925925925926,59.25925925925925,2,8,16.0,10,0,2,14,6,1,0.875,87.5
2022,StGB  ,StGB § 261 Abs. 1 Geldwäsche ,654,459,0.7018348623853211,70.18348623853211,32,142,91.0,81,339,239,220,10,50,0.4793028322440087,47.930283224400874
2022,StGB  ,StGB § 261 Abs. 2 Geldwäsche ,51,33,0.6470588235294118,64.70588235294117,3,13,7.0,7,19,23,10,0,9,0.30303030303030304,30.303030303030305
2022,StGB  ,StGB § 261 Abs. 4 Geldwäsche durch Verpflichtete ,24,22,0.9166666666666666,91.66666666666666,1,0,16.0,12,6,12,10,4,1,0.45454545454545453,45.45454545454545
2022,StGB  ,StGB § 261 Abs. 5 Besonders schwere Fälle der Geldwäsche ,172,148,0.8604651162790697,86.04651162790698,5,18,52.0,43,85,77,71,9,12,0.4797297297297297,47.97297297297297
2022,StGB  ,StGB § 261 Abs. 6 Leichtfertige Geldwäsche ,811,697,0.8594327990135635,85.94327990135635,9,80,66.0,60,590,384,313,6,66,0.4490674318507891,44.90674318507891
2022,StGB  ,StGB § 261 Abs. 7 i.V.m. § 261 Abs. 1 bis 6 Geldwäsche ,17,15,0.8823529411764706,88.23529411764706,1,1,3.0,3,10,6,9,0,2,0.6,60.0
2022,StGB  ,StGB § 261 Abs. 9 i.V.m. § 261 Abs. 1 bis 6 Geldwäsche ,1,1,1.0,100.0,0,0,0.0,0,1,0,1,0,0,1.0,100.0
2022,StGB  ,StGB § 263 Abs. 1 Betrug ,73094,59274,0.810928393575396,81.0928393575396,2049,10501,3925.0,3174,54003,40997,18277,751,2616,0.30834767351621284,30.834767351621284
2022,StGB  ,StGB § 263 Abs. 3 und 5 Schwerwiegende Fälle des Betruges ,6950,5855,0.8424460431654677,84.24460431654677,228,739,5046.0,3803,378,4415,1440,1243,559,0.24594363791631085,24.594363791631086
2022,StGB  ,StGB § 263 a Computerbetrug ,3324,2566,0.7719614921780987,77.19614921780988,167,458,416.0,318,1890,1772,794,98,393,0.3094310210444271,30.94310210444271
2022,StGB  ,StGB § 264 Subventionsbetrug ,2206,1668,0.7561196736174071,75.61196736174071,72,457,272.0,246,1382,976,692,26,23,0.4148681055155875,41.48681055155875
2022,StGB  ,StGB § 264 a Kapitalanlagebetrug ,2,2,1.0,100.0,0,0,0.0,0,1,1,1,0,1,0.5,50.0
2022,StGB  ,StGB § 265 Versicherungsmissbrauch ,76,60,0.7894736842105263,78.94736842105263,1,8,9.0,9,29,36,24,0,29,0.4,40.0
2022,StGB  ,StGB § 265 a Erschleichen von Leistungen ,33781,29884,0.8846392942778485,88.46392942778485,138,2542,1351.0,1001,27282,18293,11591,350,2468,0.3878664168116718,38.786641681167175
2022,StGB  ,StGB § 265 b Kreditbetrug ,7,7,1.0,100.0,0,0,4.0,4,0,6,1,0,3,0.14285714285714285,14.285714285714285
2022,StGB  ,StGB § 266 Untreue ,828,469,0.5664251207729468,56.64251207729468,70,288,161.0,153,301,385,84,8,8,0.1791044776119403,17.91044776119403
2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,4308,3534,0.8203342618384402,82.03342618384401,49,719,521.0,498,3010,2124,1410,23,9,0.398981324278438,39.898132427843805
2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,37,30,0.8108108108108109,81.08108108108108,2,5,6.0,6,24,21,9,0,0,0.3,30.0
2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,5,5,1.0,100.0,0,0,0.0,0,5,4,1,0,0,0.2,20.0
2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,37,33,0.8918918918918919,89.1891891891892,2,2,30.0,23,3,11,22,7,0,0.6666666666666666,66.66666666666666
2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,9,5,0.5555555555555556,55.55555555555556,1,3,1.0,1,4,3,2,0,0,0.4,40.0
2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,26807,23866,0.890289849666132,89.0289849666132,452,2081,1882.0,1413,21311,12563,11303,469,1081,0.47360261459817315,47.360261459817316
2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,310,275,0.8870967741935484,88.70967741935483,6,26,173.0,145,90,163,112,28,15,0.4072727272727273,40.72727272727273
2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,93,78,0.8387096774193549,83.87096774193549,2,12,9.0,9,69,29,49,0,1,0.6282051282051282,62.82051282051282
2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,1638,1363,0.8321123321123322,83.21123321123322,55,167,165.0,141,1138,922,441,24,113,0.3235509904622157,32.35509904622157
2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,180,128,0.7111111111111111,71.11111111111111,10,39,7.0,6,120,46,82,1,4,0.640625,64.0625
2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,114,101,0.8859649122807017,88.59649122807018,2,10,9.0,7,92,12,89,2,1,0.8811881188118812,88.11881188118812
2022,StGB  ,"StGB § 274 Urkundenunterdrückung, Veränderung einer Grenzbezeichnung",100,77,0.77,77.0,4,14,3.0,3,71,53,24,0,8,0.3116883116883117,31.16883116883117
2022,StGB  ,StGB § 275 Vorbereitung d. Fälschung v. amtl. Ausweisen Vorber. der Herst. v. unricht. Impfausweisen,237,228,0.9620253164556962,96.20253164556962,0,4,14.0,11,210,147,81,3,9,0.35526315789473684,35.526315789473685
2022,StGB  ,StGB § 276 Verschaffen von falschen amtlichen Ausweisen,882,814,0.9229024943310657,92.29024943310658,11,52,58.0,43,755,85,729,15,6,0.8955773955773956,89.55773955773955
2022,StGB  ,StGB § 276 a i.V.m. § 275 Vorbereitung der Fälschung von aufenthaltsrechtlichen oder Fahrzeugpapieren,2,2,1.0,100.0,0,0,0.0,0,2,1,1,0,0,0.5,50.0
2022,StGB  ,StGB § 276 a i.V.m. § 276 Verschaffen von falschen aufenthaltsrechtlichen oder Fahrzeugpapieren,10,7,0.7,70.0,0,3,0.0,0,7,1,6,0,0,0.8571428571428571,85.71428571428571
2022,StGB  ,StGB § 281 Missbrauch von Ausweispapieren ,770,694,0.9012987012987013,90.12987012987013,14,54,50.0,32,633,121,573,18,19,0.8256484149855908,82.56484149855908
2022,StGB  ,StGB § 283 Bankrott ,886,691,0.7799097065462754,77.99097065462755,14,180,106.0,97,584,491,200,9,2,0.2894356005788712,28.94356005788712
2022,StGB  ,StGB § 283 a Besonders schwerer Fall des Bankrotts ,1,1,1.0,100.0,0,0,1.0,1,0,1,0,0,0,0.0,0.0
2022,StGB  ,StGB § 283 b Verletzung der Buchführungspflicht ,177,138,0.7796610169491526,77.96610169491525,1,38,5.0,5,133,103,35,0,0,0.2536231884057971,25.36231884057971
2022,StGB  ,StGB § 283 c Gläubigerbegünstigung ,8,3,0.375,37.5,0,5,0.0,0,3,3,0,0,0,0.0,0.0
2022,StGB  ,StGB § 283 d Schuldnerbegünstigung ,9,3,0.3333333333333333,33.33333333333333,0,6,0.0,0,3,3,0,0,0,0.0,0.0
2022,StGB  ,"StGB § 284 Abs. 1 und 4, § 287 Unerlaubte Veranstaltung eines Glücksspiels, einer Lotterie oder einer Ausspielung",124,78,0.6290322580645161,62.903225806451616,6,40,1.0,1,77,24,54,0,0,0.6923076923076923,69.23076923076923
2022,StGB  ,StGB § 284 Abs. 3 Unerlaubte Veranstaltung e. gewerbsmäßigen oder bandenmäßigen Glücksspiels,76,49,0.6447368421052632,64.47368421052632,6,21,11.0,11,38,18,31,0,0,0.6326530612244898,63.26530612244898
2022,StGB  ,StGB § 285 Beteiligung am unerlaubten Glücksspiel ,195,149,0.764102564102564,76.41025641025641,8,38,1.0,1,147,52,97,0,1,0.6510067114093959,65.1006711409396
2022,StGB  ,StGB § 291 Abs. 1 Satz 1 Nr. 1 Mietwucher ,21,5,0.23809523809523808,23.809523809523807,4,12,0.0,0,5,3,2,0,0,0.4,40.0
2022,StGB  ,StGB § 291 Abs. 1 Satz 1 Nr. 2 Kreditwucher ,1,1,1.0,100.0,0,0,0.0,0,1,0,1,0,0,1.0,100.0
2022,StGB  ,StGB § 291 Abs. 1 Satz 1 Nrn. 3 und 4 Sonstiger Wucher ,20,11,0.55,55.00000000000001,1,8,1.0,1,8,9,2,0,2,0.18181818181818182,18.181818181818183
2022,StGB  ,StGB § 291 Abs. 2 Besonders schwere Fälle des Wuchers ,16,9,0.5625,56.25,0,7,8.0,8,1,7,2,0,0,0.2222222222222222,22.22222222222222
2022,StGB  ,StGB § 292 Jagdwilderei ,34,20,0.5882352941176471,58.82352941176471,6,8,0.0,0,19,18,2,0,1,0.1,10.0
2022,StGB  ,StGB § 293 Fischwilderei ,353,316,0.8951841359773371,89.51841359773371,1,32,1.0,0,313,192,124,1,6,0.3924050632911392,39.24050632911392
2022,StGB  ,StGB § 298 Wettbewerbsbeschränkende Absprachen bei Ausschreibungen,6,3,0.5,50.0,0,3,1.0,1,2,2,1,0,0,0.3333333333333333,33.33333333333333
2022,StGB  ,StGB § 299 Bestechlichkeit und Bestechung im geschäftlichen Verkehr,30,18,0.6,60.0,0,12,6.0,6,12,14,4,0,0,0.2222222222222222,22.22222222222222
2022,StGB  ,StGB § 300 i.V.m. § 299 Besonders schwere Fälle der Bestechlichkeit und Bestechung im geschäftlichen Verkehr,14,9,0.6428571428571429,64.28571428571429,0,5,7.0,3,2,8,1,4,0,0.1111111111111111,11.11111111111111
2022,StGB  ,"StGB § 300 i.V.m. § 299 a, 299 b Besonders schwere Fälle der Bestechlichkeit und Bestechung im Gesundheitswesen",2,2,1.0,100.0,0,0,1.0,1,1,1,1,0,0,0.5,50.0
2022,StGB  ,StGB § 303 Abs. 1 Sachbeschädigung ,12806,9246,0.7220053100109324,72.20053100109324,413,1797,354.0,242,7811,6727,2519,112,2431,0.272442137140385,27.2442137140385
2022,StGB  ,StGB § 303 Abs. 2 Sachbeschädigung ,1027,658,0.6407010710808179,64.07010710808179,18,157,15.0,15,536,586,72,0,301,0.1094224924012158,10.94224924012158
2022,StGB  ,StGB § 303 a Datenveränderung ,37,21,0.5675675675675675,56.75675675675676,0,10,1.0,1,15,18,3,0,11,0.14285714285714285,14.285714285714285
2022,StGB  ,StGB § 303 b Computersabotage ,22,11,0.5,50.0,4,4,3.0,3,7,9,2,0,4,0.18181818181818182,18.181818181818183
2022,StGB  ,StGB § 304 Abs. 1 Gemeinschädliche Sachbeschädigung ,744,444,0.5967741935483871,59.67741935483871,10,71,17.0,12,244,368,76,5,402,0.17117117117117117,17.117117117117118
2022,StGB  ,StGB § 304 Abs. 2 Gemeinschädliche Sachbeschädigung ,125,77,0.616,61.6,2,14,2.0,1,50,62,15,1,57,0.19480519480519481,19.480519480519483
2022,StGB  ,StGB § 305 Zerstoerung von Bauwerken ,7,3,0.42857142857142855,42.857142857142854,0,3,1.0,1,2,1,2,0,1,0.6666666666666666,66.66666666666666
2022,StGB  ,StGB § 305 a Zerstoerung wichtiger Arbeitsmittel ,18,14,0.7777777777777778,77.77777777777779,1,0,2.0,0,10,11,3,2,5,0.21428571428571427,21.428571428571427
2022,StGB  ,StGB § 306 Brandstiftung ,431,317,0.7354988399071926,73.54988399071925,41,23,204.0,115,10,279,38,89,153,0.11987381703470032,11.987381703470032
2022,StGB  ,StGB § 306 a Schwere Brandstiftung ,376,221,0.5877659574468085,58.77659574468085,29,23,186.0,75,4,169,52,111,134,0.23529411764705882,23.52941176470588
2022,StGB  ,StGB § 306 b Besonders schwere Brandstiftung ,21,13,0.6190476190476191,61.904761904761905,1,1,12.0,1,0,7,6,11,7,0.46153846153846156,46.15384615384615
2022,StGB  ,StGB § 306 c Brandstiftung mit Todesfolge ,14,9,0.6428571428571429,64.28571428571429,0,0,7.0,0,0,5,4,7,7,0.4444444444444444,44.44444444444444
2022,StGB  ,StGB § 306 d Fahrlässige Brandstiftung ,472,326,0.690677966101695,69.0677966101695,18,100,28.0,22,281,245,81,6,45,0.24846625766871167,24.846625766871167
2022,StGB  ,StGB § 306 f Herbeiführen einer Brandgefahr ,23,16,0.6956521739130435,69.56521739130434,0,3,1.0,0,15,8,8,1,4,0.5,50.0
2022,StGB  ,"StGB § 315 Gefährliche Eingriffe in den Bahn-, Schiffs- und Luftverkehr",307,213,0.6938110749185668,69.38110749185668,14,55,42.0,32,143,145,68,10,53,0.3192488262910798,31.92488262910798
2022,StGB  ,"StGB § 315 a Gefährdung des Bahn-, Schiffs- und Luftverkehrs",30,22,0.7333333333333333,73.33333333333333,1,7,0.0,0,18,14,8,0,4,0.36363636363636365,36.36363636363637
2022,StGB  ,StGB § 315 b Gefährliche Eingriffe in den Straßenverkehr,1038,570,0.5491329479768786,54.91329479768786,85,319,186.0,146,322,381,189,40,126,0.33157894736842103,33.1578947368421
