Statistik,Gebiet,Jahr,Straftat_Gesetz,Art_der_Straftat,Staatsangehoerigkeit,Geschlecht,Wert_Anzahl,source_year,source_file
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 c Sportwettbetrug ,Verurteilte Ausländer,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte insgesamt,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Deutsche,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Ausländer,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte insgesamt,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Deutsche,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Ausländer,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte insgesamt,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Deutsche,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 d Manipulation von berufssportl. Wettbewerben ,Verurteilte Ausländer,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte insgesamt,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Deutsche,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Ausländer,Männer,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte insgesamt,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Deutsche,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Ausländer,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte insgesamt,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Deutsche,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 265 e Bes. schw. Fälle d. Sportbetrugs u. d. Manipu. v. berufssportl. Wettbewerben,Verurteilte Ausländer,insgesamt,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte insgesamt,Männer,321,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Deutsche,Männer,254,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Ausländer,Männer,67,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte insgesamt,Frauen,148,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Deutsche,Frauen,131,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Ausländer,Frauen,17,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte insgesamt,insgesamt,469,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Deutsche,insgesamt,385,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 Untreue ,Verurteilte Ausländer,insgesamt,84,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,Männer,2853,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,Männer,1682,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,Männer,1171,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,Frauen,681,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,Frauen,442,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,Frauen,239,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,insgesamt,3534,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,insgesamt,2124,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 1 Vorenthalten von Arbeitnehmerbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,insgesamt,1410,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,Männer,21,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,Männer,15,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,Männer,6,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,Frauen,9,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,Frauen,6,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,Frauen,3,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte insgesamt,insgesamt,30,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Deutsche,insgesamt,21,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 2 Vorenthalten von Arbeitgeberbeiträgen durch den Arbeitgeber,Verurteilte Ausländer,insgesamt,9,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte insgesamt,Männer,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Deutsche,Männer,3,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Ausländer,Männer,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte insgesamt,Frauen,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Deutsche,Frauen,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Ausländer,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte insgesamt,insgesamt,5,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Deutsche,insgesamt,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 3 Veruntreuen von Arbeitsentgelt durch den Arbeitgeber,Verurteilte Ausländer,insgesamt,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte insgesamt,Männer,29,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Deutsche,Männer,8,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Ausländer,Männer,21,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte insgesamt,Frauen,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Deutsche,Frauen,3,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Ausländer,Frauen,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte insgesamt,insgesamt,33,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Deutsche,insgesamt,11,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 a Abs. 4 Vorenthalten von Beiträgen durch den Arbeitgeber in besonders schweren Fällen,Verurteilte Ausländer,insgesamt,22,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte insgesamt,Männer,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Deutsche,Männer,3,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Ausländer,Männer,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte insgesamt,Frauen,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Deutsche,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Ausländer,Frauen,1,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte insgesamt,insgesamt,5,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Deutsche,insgesamt,3,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 266 b Missbrauch von Scheck- und Kreditkarten ,Verurteilte Ausländer,insgesamt,2,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte insgesamt,Männer,22280,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Deutsche,Männer,10668,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Ausländer,Männer,11612,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte insgesamt,Frauen,7257,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Deutsche,Frauen,4719,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Ausländer,Frauen,2538,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte insgesamt,insgesamt,29537,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Deutsche,insgesamt,15387,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,"StGB 23. Abschnitt, §§ 267 bis 282 Urkundenfälschung ",Verurteilte Ausländer,insgesamt,14150,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte insgesamt,Männer,18207,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Deutsche,Männer,8951,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Ausländer,Männer,9256,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte insgesamt,Frauen,5659,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Deutsche,Frauen,3612,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Ausländer,Frauen,2047,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte insgesamt,insgesamt,23866,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Deutsche,insgesamt,12563,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 1 Urkundenfälschung ,Verurteilte Ausländer,insgesamt,11303,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte insgesamt,Männer,223,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Deutsche,Männer,124,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Ausländer,Männer,99,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte insgesamt,Frauen,52,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Deutsche,Frauen,39,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Ausländer,Frauen,13,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte insgesamt,insgesamt,275,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Deutsche,insgesamt,163,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 267 Abs. 3 und 4 Schwerwiegende Fälle der Urkundenfälschung ,Verurteilte Ausländer,insgesamt,112,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte insgesamt,Männer,72,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Deutsche,Männer,23,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Ausländer,Männer,49,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte insgesamt,Frauen,6,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Deutsche,Frauen,6,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Ausländer,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte insgesamt,insgesamt,78,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Deutsche,insgesamt,29,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 268 Fälschung technischer Aufzeichnungen ,Verurteilte Ausländer,insgesamt,49,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte insgesamt,Männer,926,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Deutsche,Männer,553,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Ausländer,Männer,373,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte insgesamt,Frauen,437,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Deutsche,Frauen,369,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Ausländer,Frauen,68,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte insgesamt,insgesamt,1363,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Deutsche,insgesamt,922,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 269 Fälschung beweiserheblicher Daten ,Verurteilte Ausländer,insgesamt,441,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte insgesamt,Männer,106,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Deutsche,Männer,37,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Ausländer,Männer,69,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte insgesamt,Frauen,22,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Deutsche,Frauen,9,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Ausländer,Frauen,13,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte insgesamt,insgesamt,128,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Deutsche,insgesamt,46,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 271 Mittelbare Falschbeurkundung ,Verurteilte Ausländer,insgesamt,82,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte insgesamt,Männer,97,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Deutsche,Männer,12,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Ausländer,Männer,85,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte insgesamt,Frauen,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Deutsche,Frauen,-,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Ausländer,Frauen,4,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte insgesamt,insgesamt,101,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Deutsche,insgesamt,12,2022,bund-2022.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2022,StGB  ,StGB § 273 Verändern von amtlichen Ausweisen ,Verurteilte Ausländer,insgesamt,89,2022,bund-2022.xlsx
