Statistik,Gebiet,Jahr,Straftat_Gesetz,Art_der_Straftat,Staatsangehoerigkeit,Geschlecht,Wert_Anzahl,source_year,source_file
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte insgesamt,Männer,139524,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Deutsche,Männer,83996,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Ausländer,Männer,55528,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte insgesamt,Frauen,26410,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Deutsche,Frauen,20579,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Ausländer,Frauen,5831,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte insgesamt,insgesamt,165934,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Deutsche,insgesamt,104575,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,"StGB §§ 142, 315 b bis d,316 sowie 222,229, §§ 323 a i.V.m. Verkehrsunfall, StVG §§ 21, §§ 22,22 a,22 b Straftaten im Straßenverkehr",Verurteilte Ausländer,insgesamt,61359,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte insgesamt,Männer,62831,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Deutsche,Männer,43579,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Ausländer,Männer,19252,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte insgesamt,Frauen,10921,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Deutsche,Frauen,9164,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Ausländer,Frauen,1757,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte insgesamt,insgesamt,73752,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Deutsche,insgesamt,52743,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB in Trunkenheit zusammen,Verurteilte Ausländer,insgesamt,21009,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,Männer,19489,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,Männer,14161,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,Männer,5328,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,Frauen,4124,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,Frauen,3474,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,Frauen,650,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,insgesamt,23613,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,insgesamt,17635,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,insgesamt,5978,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,Männer,43342,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,Männer,29418,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,Männer,13924,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,Frauen,6797,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,Frauen,5690,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,Frauen,1107,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,insgesamt,50139,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,insgesamt,35108,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr in Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,insgesamt,15031,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte insgesamt,Männer,76693,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Deutsche,Männer,40417,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Ausländer,Männer,36276,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte insgesamt,Frauen,15489,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Deutsche,Frauen,11415,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Ausländer,Frauen,4074,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte insgesamt,insgesamt,92182,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Deutsche,insgesamt,51832,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB und StVG ohne Trunkenheit zusammen,Verurteilte Ausländer,insgesamt,40350,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,Männer,27587,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,Männer,17487,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,Männer,10100,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,Frauen,9584,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,Frauen,7598,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,Frauen,1986,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte insgesamt,insgesamt,37171,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Deutsche,insgesamt,25085,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit mit Verkehrsunfall ,Verurteilte Ausländer,insgesamt,12086,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,Männer,49106,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,Männer,22930,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,Männer,26176,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,Frauen,5905,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,Frauen,3817,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,Frauen,2088,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte insgesamt,insgesamt,55011,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Deutsche,insgesamt,26747,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr ohne Trunkenheit ohne Verkehrsunfall ,Verurteilte Ausländer,insgesamt,28264,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte insgesamt,Männer,90570,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Deutsche,Männer,61485,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Ausländer,Männer,29085,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte insgesamt,Frauen,20376,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Deutsche,Frauen,16703,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Ausländer,Frauen,3673,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte insgesamt,insgesamt,110946,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Deutsche,insgesamt,78188,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Straftaten im Straßenverkehr nach dem StGB insgesamt Summe 7001 bis 7041,Verurteilte Ausländer,insgesamt,32758,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte insgesamt,Männer,21552,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Deutsche,Männer,13759,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Ausländer,Männer,7793,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte insgesamt,Frauen,7832,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Deutsche,Frauen,6209,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Ausländer,Frauen,1623,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte insgesamt,insgesamt,29384,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Deutsche,insgesamt,19968,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,Unerlaubtes Entfernen vom Unfallort insgesamt (§ 142 StGB) ,Verurteilte Ausländer,insgesamt,9416,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,Männer,21464,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,Männer,13715,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,Männer,7749,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,Frauen,7804,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,Frauen,6188,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,Frauen,1616,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,insgesamt,29268,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,insgesamt,19903,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,insgesamt,9365,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte insgesamt,Männer,3767,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Deutsche,Männer,2572,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Ausländer,Männer,1195,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte insgesamt,Frauen,812,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Deutsche,Frauen,671,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Ausländer,Frauen,141,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte insgesamt,insgesamt,4579,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Deutsche,insgesamt,3243,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung in Trunkenheit,Verurteilte Ausländer,insgesamt,1336,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte insgesamt,Männer,17697,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Deutsche,Männer,11143,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Ausländer,Männer,6554,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte insgesamt,Frauen,6992,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Deutsche,Frauen,5517,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Ausländer,Frauen,1475,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte insgesamt,insgesamt,24689,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Deutsche,insgesamt,16660,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 1 Unerl. Entf. vom Unfallort vor Feststellung d. Unfallbeteiligung ohne Trunkenheit bzw. Trunkenheit nicht bekannt,Verurteilte Ausländer,insgesamt,8029,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,Männer,88,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,Männer,44,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,Männer,44,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,Frauen,28,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,Frauen,21,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,Frauen,7,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte insgesamt,insgesamt,116,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Deutsche,insgesamt,65,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung insgesamt,Verurteilte Ausländer,insgesamt,51,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung in Trunkenheit,Verurteilte insgesamt,Männer,4,2023,bund-2023.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2023,StGB  ,StGB § 142 Abs. 2 Entf. vom Unfallort ohne nachträgl. Meldung d. Unfallbeteiligung in Trunkenheit,Verurteilte Deutsche,Männer,2,2023,bund-2023.xlsx
